area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	079:JEFF BLEICH	080:ELENI KOUNALAKIS	081:CAMERON GHARABIKLOU	082:TIM FERREIRA	083:DAVID FENNELL	084:DANNY THOMAS	085:COLE HARRIS	086:ED HERNANDEZ	087:DAVID R. HERNANDEZ	088:LYDIA ORTEGA	089:GAYLE MCLAUGHLIN	194:MARJAN S. FARIBA
PCT7838	ED	891	210	0	0	26	184	0	43	64	2	2	3	0	7	26	0	2	35	0
PCT7838	MV	891	413	0	1	40	372	1	95	136	2	3	2	1	9	63	4	7	49	0
PCT7839	ED	830	172	0	0	25	147	0	37	52	1	3	0	2	2	22	0	3	25	0
PCT7839	MV	830	389	0	0	48	341	0	96	133	0	1	4	1	10	41	3	6	46	0
PCT7841	ED	898	240	0	0	38	202	1	55	54	2	2	2	1	1	25	1	1	57	0
PCT7841	MV	898	353	0	0	30	323	1	88	116	3	2	3	0	6	32	0	4	68	0
PCT7842	ED	873	214	0	0	16	198	0	45	49	2	3	0	1	5	30	3	3	57	0
PCT7842	MV	873	308	0	0	36	272	1	63	81	0	6	6	0	6	31	2	4	72	0
PCT7843	ED	751	182	0	0	17	165	0	29	44	0	2	0	1	2	22	3	3	59	0
PCT7843	MV	751	267	0	1	35	231	0	55	65	1	4	6	1	7	39	0	3	50	0
PCT7844	ED	635	160	0	0	17	143	0	32	33	0	4	0	1	6	16	4	1	46	0
PCT7844	MV	635	245	0	0	26	219	0	36	65	2	6	2	1	3	30	1	1	72	0
PCT7845	ED	803	202	0	0	25	177	0	41	68	1	0	0	0	6	25	1	0	35	0
PCT7845	MV	803	314	0	0	35	279	0	72	128	0	0	1	0	6	44	2	2	24	0
PCT7846	ED	871	221	0	0	24	197	1	57	53	0	4	8	0	7	23	1	5	38	0
PCT7846	MV	871	330	0	0	41	289	0	85	98	6	4	8	0	8	41	3	5	31	0
PCT7847	ED	878	207	0	0	27	180	0	48	50	2	1	4	1	5	25	0	4	40	0
PCT7847	MV	878	358	0	0	38	320	0	82	111	1	2	3	0	9	51	1	2	58	0
PCT7848	ED	838	209	0	0	23	186	1	52	66	2	3	2	0	7	22	2	0	29	0
PCT7848	MV	838	346	0	0	32	314	0	93	109	0	3	4	2	5	41	2	6	49	0
PCT7849	ED	904	237	0	0	23	214	0	45	52	3	1	3	0	5	35	1	3	66	0
PCT7849	MV	904	353	0	0	40	313	0	67	107	2	6	1	1	5	45	4	5	70	0
PCT7851	ED	493	118	0	0	18	100	1	30	35	0	1	7	1	3	11	0	4	7	0
PCT7851	MV	493	204	0	1	20	183	0	55	59	1	1	2	2	7	30	2	11	13	0
PCT7852	ED	634	104	0	0	14	90	0	26	29	1	2	1	0	6	14	0	1	10	0
PCT7852	MV	634	303	0	0	15	288	0	60	111	6	3	2	3	19	52	3	5	24	0
PCT7853	ED	837	180	0	0	22	158	1	40	51	1	1	5	1	6	22	3	3	24	0
PCT7853	MV	837	333	0	1	27	305	0	81	120	1	0	3	1	4	53	5	8	29	0
PCT7854	ED	874	216	0	0	23	193	0	47	61	2	5	1	0	5	25	0	4	43	0
PCT7854	MV	874	346	0	0	34	312	0	80	112	0	5	5	0	8	48	4	6	44	0
PCT7855	ED	949	259	0	0	29	230	0	54	68	0	2	1	0	2	35	3	2	63	0
PCT7855	MV	949	359	0	2	46	311	0	83	111	1	7	8	0	8	27	5	7	54	0
PCT7856	ED	790	204	0	0	18	186	0	46	58	1	3	1	0	3	21	1	3	49	0
PCT7856	MV	790	312	0	0	29	283	0	77	101	2	5	3	0	3	43	3	8	38	0
PCT7857	ED	913	226	0	1	26	199	2	43	50	2	2	4	0	0	23	3	3	67	0
PCT7857	MV	913	350	0	0	38	312	2	75	93	1	7	7	0	13	30	2	3	79	0
PCT7858	ED	743	192	0	0	23	169	2	28	43	2	5	1	1	0	32	1	1	53	0
PCT7858	MV	743	252	0	0	23	229	1	46	66	2	2	0	2	2	29	1	4	74	0
PCT7859	ED	879	219	0	1	16	202	0	54	66	1	2	2	2	4	28	0	2	41	0
PCT7859	MV	879	352	0	1	40	311	0	88	119	1	2	10	3	9	41	2	3	33	0
PCT7861	ED	835	184	0	0	21	163	1	35	45	2	1	6	2	1	19	4	5	42	0
PCT7861	MV	835	367	0	0	24	343	0	85	124	1	6	8	1	11	41	3	5	58	0
PCT7862	ED	850	237	0	0	20	217	1	51	68	1	3	6	4	3	27	2	1	50	0
PCT7862	MV	850	323	0	1	40	282	0	68	100	1	3	7	1	6	47	3	2	44	0
PCT7863	ED	870	237	0	1	22	214	1	42	71	2	3	2	1	5	28	0	2	57	0
PCT7863	MV	870	302	0	0	32	270	0	54	94	0	4	6	1	6	36	3	3	63	0
PCT7864	ED	773	188	0	0	18	170	0	33	54	1	5	4	0	2	22	2	3	44	0
PCT7864	MV	773	284	0	0	27	257	0	60	75	1	1	3	1	10	38	2	6	60	0
PCT7865	ED	808	178	0	1	20	157	0	35	47	1	2	2	0	2	23	0	3	42	0
PCT7865	MV	808	310	0	0	33	277	0	50	99	2	3	2	0	13	43	2	6	57	0
PCT7866	ED	816	184	0	0	19	165	0	45	58	0	2	1	2	8	23	1	6	19	0
PCT7866	MV	816	389	0	4	45	340	0	96	110	2	4	8	6	30	39	2	12	31	0
PCT7867	ED	932	209	0	2	27	180	1	60	54	0	3	7	0	8	22	0	2	23	0
PCT7867	MV	932	385	0	1	28	356	2	93	121	2	4	7	1	9	45	3	8	61	0
PCT7868	ED	860	218	0	0	23	195	0	50	65	3	0	3	3	5	35	1	1	29	0
PCT7868	MV	860	324	0	0	26	298	0	58	141	0	1	9	2	9	35	2	5	36	0
PCT7869	ED	842	219	0	1	21	197	0	40	58	3	3	5	2	4	30	3	3	46	0
PCT7869	MV	842	376	0	0	37	339	1	89	131	3	4	8	1	9	31	4	8	50	0
PCT7871	ED	882	240	0	2	29	209	0	55	70	0	2	1	1	8	30	2	3	37	0
PCT7871	MV	882	364	0	0	31	333	1	88	133	2	5	3	1	8	48	4	3	37	0
PCT7872	ED	864	242	0	0	36	206	1	57	67	1	1	0	1	5	23	3	1	46	0
PCT7872	MV	864	369	0	0	32	337	0	80	133	2	5	4	1	9	45	3	3	52	0
PCT7873	ED	841	231	0	0	28	203	1	58	62	0	0	1	0	2	24	1	2	52	0
PCT7873	MV	841	387	0	0	45	342	0	104	111	3	0	4	0	10	44	5	4	57	0
PCT7874	ED	453	85	0	0	12	73	0	17	22	1	0	2	0	3	8	1	2	17	0
PCT7874	MV	453	174	0	0	17	157	0	28	70	0	2	3	0	0	28	3	3	20	0
PCT7875	ED	615	127	0	0	11	116	1	21	26	0	2	2	1	3	19	4	5	32	0
PCT7875	MV	615	203	0	0	25	178	1	32	58	0	4	7	1	5	22	4	3	41	0
PCT7876	ED	491	101	0	0	14	87	0	16	28	1	2	1	0	1	17	0	3	18	0
PCT7876	MV	491	148	0	0	22	126	0	21	52	0	1	0	1	2	24	0	0	25	0
PCT7901	ED	466	87	0	0	17	70	1	14	13	1	1	0	2	3	16	2	3	14	0
PCT7901	MV	466	133	0	0	18	115	0	18	32	1	0	1	3	3	31	2	3	21	0
PCT7902	ED	921	188	0	1	15	172	0	23	36	0	3	0	4	6	33	4	3	60	0
PCT7902	MV	921	259	0	0	26	233	1	38	65	1	4	4	3	6	42	7	4	58	0
PCT7903	ED	819	144	0	0	19	125	1	16	31	4	7	0	2	3	21	7	4	29	0
PCT7903	MV	819	244	0	1	21	222	0	31	54	2	3	1	3	20	54	1	3	50	0
PCT7904	ED	846	137	0	0	15	122	0	23	25	3	2	1	0	3	14	0	2	49	0
PCT7904	MV	846	248	0	0	22	226	0	35	51	1	6	2	2	13	52	2	13	49	0
PCT7905	ED	821	199	0	0	13	186	0	35	37	1	3	0	3	6	36	4	5	56	0
PCT7905	MV	821	275	0	0	29	246	0	53	81	1	6	1	1	6	34	5	6	52	0
PCT7906	ED	769	164	0	0	19	145	1	15	36	1	2	0	1	1	21	4	3	60	0
PCT7906	MV	769	214	0	1	18	195	0	47	52	2	3	0	1	5	25	4	2	54	0
PCT7907	ED	926	201	0	0	20	181	2	23	39	0	5	2	0	1	25	4	3	77	0
PCT7907	MV	926	286	0	0	35	251	1	50	59	0	4	2	2	2	50	3	7	71	0
PCT7908	ED	936	191	0	2	26	163	1	29	33	1	0	3	0	6	28	6	5	51	0
PCT7908	MV	936	267	0	1	38	228	0	39	48	4	2	8	1	8	44	3	9	62	0
PCT7909	ED	726	190	0	2	21	167	0	29	29	3	3	0	2	1	26	1	2	71	0
PCT7909	MV	726	221	0	1	21	199	0	38	56	0	2	1	1	1	28	3	0	69	0
PCT7911	ED	849	192	0	1	20	171	1	44	45	0	2	3	1	1	26	1	2	45	0
PCT7911	MV	849	250	0	1	26	223	1	47	71	5	2	1	1	9	29	5	3	49	0
PCT7912	ED	1036	215	0	1	25	189	0	28	33	2	3	3	1	1	23	4	1	90	0
PCT7912	MV	1036	314	0	2	28	284	0	54	76	7	2	4	2	3	40	6	3	87	0
PCT7913	ED	887	240	0	0	24	216	0	29	50	1	0	1	1	4	39	5	3	83	0
PCT7913	MV	887	244	0	0	20	224	1	51	49	0	2	3	0	0	29	12	5	72	0
PCT7914	ED	833	208	0	1	21	186	1	37	33	1	1	1	2	2	33	6	4	65	0
PCT7914	MV	833	253	0	5	15	233	0	43	58	5	3	1	4	2	42	4	4	67	0
PCT7915	ED	802	213	0	3	23	187	0	18	48	4	2	4	1	1	34	5	7	63	0
PCT7915	MV	802	222	0	2	29	191	0	40	45	0	2	0	0	3	31	4	7	59	0
PCT7916	ED	887	215	0	0	22	193	0	28	38	5	2	2	2	2	31	0	3	80	0
PCT7916	MV	887	289	0	0	22	267	0	51	64	1	4	2	0	2	44	0	13	86	0
PCT7917	ED	983	254	0	0	33	221	0	29	35	3	4	5	0	3	42	7	4	89	0
PCT7917	MV	983	287	0	2	26	259	3	39	59	1	1	1	2	6	46	2	7	92	0
PCT7918	ED	790	191	0	0	26	165	0	27	31	0	2	1	1	3	23	4	1	72	0
PCT7918	MV	790	234	0	0	17	217	1	55	58	0	0	0	2	6	33	0	0	62	0
PCT7919	ED	857	217	0	0	25	192	1	19	37	1	3	0	3	5	36	7	3	77	0
PCT7919	MV	857	241	0	0	20	221	0	29	47	1	4	4	0	8	40	2	6	80	0
PCT7921	ED	883	151	0	0	21	130	2	19	21	2	1	3	3	2	25	0	3	49	0
PCT7921	MV	883	210	0	0	17	193	0	23	39	1	3	6	4	10	44	6	7	50	0
PCT7922	ED	797	182	0	0	13	169	0	15	33	3	1	0	0	2	28	1	1	85	0
PCT7922	MV	797	241	0	1	14	226	0	34	67	2	1	3	1	7	51	2	4	54	0
PCT7923	ED	863	202	0	1	22	179	0	20	28	0	4	2	1	0	34	9	3	78	0
PCT7923	MV	863	241	0	0	25	216	0	34	50	2	4	2	0	5	42	6	5	66	0
PCT7924	ED	806	172	0	0	15	157	1	11	29	2	3	0	1	1	34	6	5	64	0
PCT7924	MV	806	247	0	1	20	226	0	31	50	2	3	1	3	11	47	6	6	66	0
PCT7925	ED	570	114	0	1	16	97	2	10	25	0	1	0	0	2	15	1	3	38	0
PCT7925	MV	570	191	0	0	14	177	0	28	48	1	5	1	0	4	26	4	4	56	0
PCT7926	ED	768	177	0	0	12	165	2	30	50	1	2	0	0	0	28	1	2	49	0
PCT7926	MV	768	296	0	1	25	270	2	46	72	0	5	6	1	11	38	4	8	77	0
PCT7927	ED	733	187	0	0	20	167	2	25	35	1	2	0	0	2	25	2	2	71	0
PCT7927	MV	733	289	0	1	23	265	0	51	99	1	1	5	0	1	41	2	0	64	0
PCT7928	ED	899	253	0	0	19	234	0	57	54	1	2	2	1	6	31	1	6	73	0
PCT7928	MV	899	297	0	0	25	272	0	51	84	0	4	4	0	4	43	4	5	73	0
PCT7929	ED	840	200	0	0	21	179	0	39	44	0	3	2	0	3	32	2	1	53	0
PCT7929	MV	840	367	0	3	35	329	0	70	98	8	3	1	1	4	43	4	9	88	0
PCT7931	ED	732	189	0	0	20	169	0	47	58	1	1	1	1	5	19	1	0	35	0
PCT7931	MV	732	317	0	1	37	279	0	66	108	3	1	1	2	7	39	1	3	48	0
PCT7932	ED	551	112	0	0	7	105	0	20	29	0	1	0	0	3	12	2	4	34	0
PCT7932	MV	551	225	0	1	26	198	0	39	61	4	2	2	4	5	27	1	5	48	0
PCT7933	MV	8	4	0	0	1	3	0	2	1	0	0	0	0	0	0	0	0	0	0
PCT7934	ED	885	195	0	0	25	170	0	26	41	2	1	0	1	3	28	4	0	64	0
PCT7934	MV	885	328	0	1	30	297	3	41	86	4	1	1	2	5	53	5	7	89	0
PCT7935	ED	938	283	0	0	35	248	0	58	59	1	4	1	0	5	35	1	2	82	0
PCT7935	MV	938	370	0	1	35	334	0	68	109	1	2	4	1	3	50	0	10	86	0
PCT7936	ED	832	246	0	0	24	222	0	38	52	2	1	3	2	3	36	1	5	79	0
PCT7936	MV	832	326	0	0	38	288	2	62	87	3	8	3	2	2	35	5	7	72	0
PCT7937	ED	874	223	0	1	26	196	0	28	56	2	1	4	2	3	31	4	1	64	0
PCT7937	MV	874	309	0	0	31	278	1	45	96	1	5	0	2	7	49	3	4	65	0
PCT7938	ED	774	162	0	0	19	143	0	29	31	0	4	3	1	1	26	5	3	40	0
PCT7938	MV	774	247	0	1	17	229	0	34	69	0	2	1	1	3	42	3	8	66	0
PCT7939	ED	667	186	0	0	23	163	1	30	50	0	2	2	3	3	24	0	2	46	0
PCT7939	MV	667	230	0	2	34	194	0	37	60	1	1	1	3	4	31	3	2	51	0
PCT7941	ED	728	167	0	0	20	147	1	28	29	2	4	1	0	4	30	3	2	43	0
PCT7941	MV	728	236	0	0	33	203	0	36	60	3	7	2	0	3	34	1	2	55	0
PCT7942	ED	893	166	0	0	26	140	0	24	39	0	1	1	1	7	26	4	3	34	0
PCT7942	MV	893	286	0	0	29	257	1	52	76	3	1	3	7	10	50	5	5	44	0
PCT7943	ED	887	192	0	0	15	177	0	24	50	1	5	6	1	8	34	5	7	36	0
PCT7943	MV	887	319	0	1	26	292	0	52	89	4	3	6	4	21	55	6	4	48	0
PCT7944	ED	769	201	0	0	15	186	0	46	48	0	1	2	2	1	23	4	0	59	0
PCT7944	MV	769	235	0	1	23	211	0	44	70	4	3	3	0	3	37	3	5	39	0
PCT7945	ED	897	118	0	0	11	107	0	24	30	0	1	1	0	3	18	2	2	26	0
PCT7945	MV	897	294	0	1	31	262	0	39	82	2	1	0	2	10	43	4	7	72	0
PCT7946	ED	909	134	0	0	13	121	0	22	29	1	2	5	1	4	21	2	3	31	0
PCT7946	MV	909	348	0	1	46	301	2	36	65	5	3	17	2	41	80	8	15	27	0
PCT7947	ED	894	128	0	1	18	109	1	17	34	2	3	3	4	5	26	4	1	9	0
PCT7947	MV	894	327	0	5	66	256	0	44	43	4	4	8	6	23	70	13	15	26	0
PCT7948	ED	900	165	0	1	18	146	1	24	31	0	0	4	2	8	32	5	3	36	0
PCT7948	MV	900	313	0	1	37	275	1	53	60	1	4	10	2	28	58	4	18	36	0
PCT7949	ED	552	78	0	0	12	66	1	6	19	0	2	6	0	5	12	3	3	9	0
PCT7949	MV	552	224	0	2	32	190	0	21	57	2	2	9	5	30	39	7	8	10	0
PCT7951	ED	830	97	0	0	17	80	0	14	23	1	0	1	2	7	16	1	1	14	0
PCT7951	MV	830	341	0	1	41	299	1	47	46	3	8	17	10	43	68	8	18	30	0
PCT7952	ED	823	100	0	0	13	87	2	11	21	0	2	4	4	12	18	1	7	5	0
PCT7952	MV	823	288	0	2	33	253	1	30	63	5	5	5	8	20	61	6	16	33	0
PCT7953	ED	795	103	0	0	9	94	0	22	25	2	3	3	1	3	17	2	2	14	0
PCT7953	MV	795	294	0	2	39	253	0	37	66	2	2	18	3	25	49	13	13	25	0
PCT7955	ED	854	116	0	0	11	105	0	15	27	0	3	4	0	10	21	1	4	20	0
PCT7955	MV	854	320	0	1	52	267	1	39	61	6	1	9	9	23	61	10	19	28	0
PCT7956	ED	779	101	0	0	27	74	1	8	16	1	4	5	1	6	15	3	5	9	0
PCT7956	MV	779	247	0	0	36	211	0	35	41	3	1	10	8	34	42	5	13	19	0
PCT7957	ED	623	97	0	1	8	88	1	18	27	2	2	0	1	4	12	3	1	17	0
PCT7957	MV	623	217	0	0	21	196	1	28	65	0	4	3	1	17	39	5	8	25	0
PCT7958	MV	263	104	0	0	10	94	0	13	19	2	0	4	6	4	22	5	3	16	0
PCT7959	ED	695	110	0	0	12	98	0	21	17	1	6	0	1	1	16	1	2	32	0
PCT7959	MV	695	190	0	0	16	174	1	34	66	2	5	1	1	4	30	1	0	29	0
PCT9001	MV	257	101	0	0	9	92	0	11	33	1	3	1	0	1	35	3	3	1	0
PCT9101	ED	833	190	0	0	24	166	1	28	54	1	5	0	2	9	29	5	8	24	0
PCT9101	MV	833	323	0	3	37	283	0	47	102	2	8	5	1	26	47	9	11	25	0
PCT9102	ED	950	182	0	0	25	157	1	36	38	0	0	4	2	11	26	4	8	27	0
PCT9102	MV	950	335	0	1	36	298	2	61	87	4	1	12	3	22	43	11	13	39	0
PCT9103	ED	924	174	0	1	19	154	0	46	43	1	0	7	0	7	22	3	4	21	0
PCT9103	MV	924	302	0	0	42	260	4	46	72	3	8	12	3	17	52	9	10	24	0
PCT9104	ED	937	176	0	0	24	152	1	22	32	1	8	3	2	4	31	7	4	37	0
PCT9104	MV	937	332	0	0	40	292	0	54	80	2	7	9	2	14	65	6	18	35	0
PCT9105	ED	888	191	0	0	24	167	2	34	39	1	3	6	0	7	44	2	3	26	0
PCT9105	MV	888	339	0	2	39	298	2	61	78	6	3	4	2	28	55	5	10	44	0
PCT9106	ED	907	213	0	0	23	190	0	48	55	0	5	2	1	5	26	13	6	29	0
PCT9106	MV	907	334	0	0	39	295	0	61	89	3	1	7	2	21	53	9	13	36	0
PCT9107	ED	806	164	0	1	17	146	0	20	50	0	1	8	1	3	27	6	2	28	0
PCT9107	MV	806	246	0	1	25	220	0	36	52	2	3	9	0	22	43	3	14	36	0
PCT9108	ED	761	185	0	0	17	168	0	26	43	5	6	2	0	13	25	3	1	44	0
PCT9108	MV	761	220	0	0	29	191	0	41	50	1	5	6	0	8	41	3	6	30	0
PCT9109	ED	848	205	0	0	28	177	0	39	43	1	5	4	0	6	31	7	4	37	0
PCT9109	MV	848	285	0	0	38	247	0	61	75	1	6	3	1	10	49	4	7	30	0
PCT9111	ED	756	150	0	1	17	132	0	26	26	1	3	2	1	7	32	4	7	23	0
PCT9111	MV	756	226	0	1	23	202	0	38	50	2	6	4	2	18	38	1	4	39	0
PCT9112	ED	918	211	0	1	29	181	1	35	37	0	5	2	0	5	31	7	6	52	0
PCT9112	MV	918	295	0	2	31	262	1	66	75	4	2	3	0	12	41	5	11	42	0
PCT9113	ED	959	231	0	1	25	205	1	45	46	0	7	5	1	7	43	9	5	36	0
PCT9113	MV	959	351	0	0	39	312	1	78	74	4	1	8	2	19	44	16	12	53	0
PCT9114	ED	820	170	0	1	20	149	0	22	49	0	1	1	1	5	34	3	3	30	0
PCT9114	MV	820	273	0	0	36	237	0	34	63	1	5	8	3	10	50	5	9	49	0
PCT9115	ED	873	172	0	0	11	161	0	28	44	3	2	0	0	3	29	10	5	37	0
PCT9115	MV	873	287	0	0	28	259	0	54	60	1	2	9	0	11	54	6	4	58	0
PCT9116	ED	903	193	0	0	20	173	1	29	37	0	3	2	0	4	37	4	6	50	0
PCT9116	MV	903	314	0	0	39	275	1	51	74	1	5	11	3	14	46	5	12	52	0
PCT9117	ED	756	180	0	0	16	164	0	40	42	1	2	3	0	8	30	2	2	34	0
PCT9117	MV	756	285	0	0	38	247	0	56	82	0	5	10	2	10	44	6	7	25	0
PCT9118	ED	923	184	0	0	29	155	0	31	29	0	3	7	1	8	29	6	5	36	0
PCT9118	MV	923	268	0	2	44	222	0	31	62	0	1	9	0	22	40	7	10	40	0
PCT9119	ED	856	152	0	0	23	129	0	26	26	0	2	8	2	2	22	2	6	33	0
PCT9119	MV	856	323	0	0	39	284	0	48	70	2	3	13	7	17	54	16	11	43	0
PCT9121	ED	890	188	0	0	22	166	0	25	42	2	3	3	1	11	24	12	7	36	0
PCT9121	MV	890	274	0	0	35	239	1	45	67	1	0	9	2	17	46	10	7	34	0
PCT9122	ED	913	131	0	0	16	115	0	21	25	0	1	2	0	7	21	5	2	31	0
PCT9122	MV	913	292	0	1	42	249	0	35	65	2	4	11	2	25	48	5	20	32	0
PCT9123	ED	829	175	0	0	18	157	0	42	36	1	1	4	2	3	29	9	7	23	0
PCT9123	MV	829	270	0	0	28	242	1	35	52	0	2	8	4	23	55	6	16	40	0
PCT9124	ED	832	150	0	0	19	131	0	18	34	6	2	1	0	5	23	4	5	33	0
PCT9124	MV	832	290	0	0	39	251	0	49	62	1	6	6	1	16	54	7	15	34	0
PCT9125	ED	822	159	0	0	25	134	1	22	34	0	4	6	0	2	28	3	4	30	0
PCT9125	MV	822	299	0	0	38	261	1	51	87	2	5	5	1	18	39	6	9	37	0
PCT9126	ED	945	186	0	0	19	167	0	29	42	7	1	7	1	5	25	7	6	37	0
PCT9126	MV	945	350	0	0	58	292	1	55	66	0	2	12	3	19	51	11	18	54	0
PCT9127	ED	908	209	0	0	21	188	0	41	59	0	2	4	2	6	29	5	4	36	0
PCT9127	MV	908	315	0	1	45	269	1	57	69	3	3	7	2	6	64	7	10	40	0
PCT9128	ED	805	188	0	1	22	165	0	32	52	1	3	2	0	7	26	6	4	32	0
PCT9128	MV	805	296	0	0	32	264	0	66	73	3	2	17	1	14	30	14	16	28	0
PCT9129	ED	713	173	0	1	20	152	1	24	38	3	2	3	0	6	30	4	4	37	0
PCT9129	MV	713	225	0	0	32	193	0	42	57	5	2	5	0	13	37	4	7	21	0
PCT9131	ED	740	151	0	0	17	134	1	33	31	1	2	2	0	3	27	4	1	29	0
PCT9131	MV	740	274	0	1	24	249	0	56	65	2	4	5	1	15	44	6	6	45	0
PCT9132	ED	827	167	0	0	26	141	1	32	35	1	0	4	0	1	19	3	1	44	0
PCT9132	MV	827	251	0	2	34	215	2	50	56	2	1	4	1	7	47	4	8	33	0
PCT9133	ED	1007	188	0	0	14	174	0	45	52	1	3	0	0	2	31	2	0	38	0
PCT9133	MV	1007	388	0	0	48	340	0	62	96	5	3	9	4	12	76	15	6	52	0
PCT9134	ED	893	132	0	0	15	117	0	28	17	0	2	0	0	5	27	1	4	33	0
PCT9134	MV	893	297	0	1	35	261	0	56	65	6	3	11	1	8	49	8	7	47	0
PCT9135	ED	778	149	0	0	15	134	0	25	30	2	6	11	3	5	20	8	2	22	0
PCT9135	MV	778	269	0	0	30	239	0	46	59	2	3	13	1	15	59	6	13	22	0
PCT9136	ED	894	191	0	0	20	171	1	35	40	3	2	3	0	5	29	6	3	44	0
PCT9136	MV	894	289	0	1	49	239	0	36	78	3	2	9	3	12	43	7	7	39	0
PCT9137	ED	946	201	0	0	25	176	0	34	30	3	4	9	2	15	37	6	3	33	0
PCT9137	MV	946	323	0	0	51	272	1	49	62	4	3	10	9	5	60	10	19	40	0
PCT9138	ED	892	155	0	0	15	140	1	30	39	2	1	2	0	5	24	5	7	24	0
PCT9138	MV	892	323	0	1	37	285	0	55	99	0	1	8	6	23	40	16	7	30	0
PCT9139	ED	912	163	0	0	19	144	0	27	36	2	1	0	3	11	22	5	9	28	0
PCT9139	MV	912	356	0	3	42	311	1	53	72	2	7	22	3	28	60	10	22	31	0
PCT9141	ED	904	168	0	0	23	145	0	37	39	0	1	9	1	6	16	6	5	25	0
PCT9141	MV	904	328	0	2	29	297	0	50	86	5	7	8	5	16	53	11	9	47	0
PCT9142	ED	921	219	0	0	19	200	3	28	57	1	3	5	0	3	47	7	5	41	0
PCT9142	MV	921	288	0	0	37	251	1	44	65	1	2	8	5	7	63	6	12	37	0
PCT9143	ED	887	196	0	0	27	169	0	33	31	0	2	3	1	2	40	5	4	48	0
PCT9143	MV	887	315	0	2	40	273	1	41	62	2	2	15	1	18	53	5	19	54	0
PCT9144	ED	931	221	0	0	23	198	1	46	31	0	1	6	1	11	36	4	3	58	0
PCT9144	MV	931	322	0	0	31	291	0	58	66	1	1	9	0	15	66	8	18	49	0
PCT9145	ED	837	197	0	0	20	177	0	36	37	2	4	5	1	8	37	4	6	37	0
PCT9145	MV	837	282	0	0	40	242	1	55	61	1	4	10	2	14	40	4	10	40	0
PCT9146	ED	866	206	0	0	29	177	1	37	49	1	2	5	0	4	29	3	3	43	0
PCT9146	MV	866	297	0	0	29	268	0	53	74	0	1	6	0	18	43	2	6	65	0
PCT9147	ED	920	227	0	0	34	193	1	43	29	3	3	3	1	5	41	7	6	51	0
PCT9147	MV	920	318	0	2	42	274	0	52	66	0	3	3	0	9	49	6	9	77	0
PCT9148	ED	946	226	0	1	18	207	2	64	48	0	1	3	0	5	33	6	4	41	0
PCT9148	MV	946	322	0	0	38	284	0	63	85	3	3	7	0	9	56	3	5	50	0
PCT9149	ED	884	196	0	0	21	175	1	39	53	1	3	1	0	2	22	9	3	41	0
PCT9149	MV	884	296	0	1	33	262	0	60	68	1	2	6	0	5	47	7	11	55	0
PCT9151	ED	806	152	0	0	17	135	0	34	42	0	2	4	0	2	21	3	5	22	0
PCT9151	MV	806	267	0	2	31	234	0	64	66	1	2	13	0	4	48	9	5	22	0
PCT9152	ED	712	67	0	0	8	59	0	11	11	0	2	0	0	1	13	2	3	16	0
PCT9152	MV	712	138	0	1	12	125	0	25	41	1	2	12	0	2	7	1	5	29	0
PCT9201	ED	953	201	0	0	11	190	0	38	56	4	2	2	1	3	33	6	8	37	0
PCT9201	MV	953	229	0	0	22	207	0	46	57	0	5	4	3	4	34	2	13	39	0
PCT9202	ED	908	184	0	0	23	161	0	33	54	4	1	4	0	6	25	5	5	24	0
PCT9202	MV	908	218	0	1	21	196	0	44	67	2	5	0	0	8	26	5	7	32	0
PCT9203	ED	968	145	0	0	18	127	0	35	30	0	3	3	1	12	21	8	6	8	0
PCT9203	MV	968	300	0	0	31	269	0	61	82	2	4	21	0	32	38	9	13	7	0
PCT9204	ED	809	147	0	0	20	127	1	37	32	0	2	10	1	7	15	7	7	8	0
PCT9204	MV	809	223	0	0	17	206	1	53	56	0	2	11	3	22	29	10	8	11	0
PCT9205	ED	694	113	0	0	13	100	0	32	22	2	0	2	0	4	20	0	4	14	0
PCT9205	MV	694	201	0	0	32	169	0	43	57	1	6	6	1	8	23	4	8	12	0
PCT9206	ED	887	135	0	0	12	123	0	36	25	0	4	6	0	13	20	9	4	6	0
PCT9206	MV	887	294	0	0	28	266	1	73	76	0	8	23	0	29	26	15	7	8	0
PCT9207	ED	913	148	0	1	18	129	0	33	35	0	5	7	0	17	19	5	3	5	0
PCT9207	MV	913	249	0	0	32	217	0	49	68	1	7	6	0	20	34	12	7	13	0
PCT9208	ED	936	147	0	1	15	131	0	25	39	2	3	4	1	12	24	6	4	11	0
PCT9208	MV	936	240	0	1	27	212	1	54	68	1	3	7	0	18	26	6	16	11	1
PCT9209	ED	675	121	0	0	18	103	0	23	30	0	1	6	0	6	22	4	4	7	0
PCT9209	MV	675	188	0	0	17	171	1	45	61	1	3	9	1	16	20	4	7	3	0
PCT9211	ED	834	130	0	0	18	112	0	22	30	0	2	7	1	5	29	4	4	8	0
PCT9211	MV	834	212	0	1	28	183	0	36	60	1	4	9	0	13	28	9	11	12	0
PCT9212	ED	764	121	0	1	12	108	0	24	33	1	2	2	1	7	20	3	2	13	0
PCT9212	MV	764	205	0	0	19	186	1	39	50	1	6	5	0	14	34	10	7	19	0
PCT9213	ED	890	140	0	0	17	123	0	25	46	0	0	3	0	2	27	3	4	13	0
PCT9213	MV	890	260	0	0	39	221	0	54	65	0	8	11	1	14	35	6	9	18	0
